week_end,pruid,prename,prfname,product_name,numtotal_totaldoses_admin,numtotal_dose1_admin,numtotal_dose2_admin,numtotal_dose3_admin,numtotal_dose4_admin,numtotal_dose5+_admin,numtotal_dosenotreported_admin,numdelta_dose1,numdelta_dose2,numdelta_dose3,numdelta_dose4,numdelta_dose5+,numdelta_notreported,num2weekdelta_dose1,num2weekdelta_dose2,num2weekdelta_dose3,num2weekdelta_dose4,num2weekdelta_dose5+,num2weekdelta_notreported,num4weekdelta_dose1,num4weekdelta_dose2,num4weekdelta_dose3,num4weekdelta_dose4,num4weekdelta_dose5+,num4weekdelta_notreported
2021-10-09,11,Prince Edward Island,Île-du-Prince-Édouard,Total,256101,131826,123792,483,0,0,0,1152,1618,187,0,0,0,2076,3083,344,0,0,0,3818,6341,483,0,0,0
2021-10-09,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,59883,59027,856,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,440534,149769,290765,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),1030878,583636,447242,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,Total,1531846,792679,739167,0,0,0,0,7367,9426,0,0,0,0,14204,17378,0,0,0,0,28397,34723,0,0,0,0
2021-10-09,12,Nova Scotia,Nouvelle-Écosse,Unknown,551,247,304,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,50907,44331,6576,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-09,13,New Brunswick,Nouveau-Brunswick,Janssen Jcovden,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-09,13,New Brunswick,Nouveau-Brunswick,Medicago Covifenz,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-09,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,321768,122930,198210,628,,,0,,,,,,,,,,,,,,,,,,
2021-10-09,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-09,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),833485,462549,367386,3550,,,0,,,,,,,,,,,,,,,,,,
2021-10-09,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-09,13,New Brunswick,Nouveau-Brunswick,Total,1207823,630722,572912,4189,,,0,7928,5982,2080,,,0,17028,14704,,,,0,36324,32030,,,,0
2021-10-09,13,New Brunswick,Nouveau-Brunswick,Unknown,1663,912,740,11,,,0,,,,,,,,,,,,,,,,,,
2021-10-09,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,697101,,,,,,697101,,,,,,,,,,,,,,,,,,
2021-10-09,24,Quebec,Québec,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,24,Quebec,Québec,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,24,Quebec,Québec,Moderna Spikevax,2892717,,,,,,2892717,,,,,,,,,,,,,,,,,,
2021-10-09,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),9432821,,,,,,9432821,,,,,,,,,,,,,,,,,,
2021-10-09,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,24,Quebec,Québec,Total,13022843,,,,,,13022843,,,,,,81547,,,,,,169978,,,,,,387847
2021-10-09,24,Quebec,Québec,Unknown,204,,,,,,204,,,,,,,,,,,,,,,,,,
2021-10-09,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,1088263,864811,223450,2,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,35,Ontario,Ontario,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,35,Ontario,Ontario,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,35,Ontario,Ontario,Moderna Spikevax,5617634,2053224,3517702,46708,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),15298404,8332514,6906357,59533,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,35,Ontario,Ontario,Total,22004301,11250549,10647509,106243,0,0,0,61641,113934,17677,0,0,0,133509,243943,34111,0,0,0,310894,519952,106243,0,0,0
2021-10-09,35,Ontario,Ontario,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,46,Manitoba,Manitoba,AstraZeneca Vaxzevria/COVISHIELD,85888,79823,6065,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,46,Manitoba,Manitoba,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,46,Manitoba,Manitoba,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,46,Manitoba,Manitoba,Moderna Spikevax,550324,369499,180381,443,1,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,46,Manitoba,Manitoba,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 12 years and older),1370585,780994,582985,6603,3,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,46,Manitoba,Manitoba,Total,2006797,1230316,769431,7046,4,0,0,7134,11495,5422,0,0,0,12690,22621,6159,0,0,0,26729,41471,6937,0,0,0
2021-10-09,46,Manitoba,Manitoba,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,47,Saskatchewan,Saskatchewan,AstraZeneca Vaxzevria/COVISHIELD,91245,74422,16823,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,47,Saskatchewan,Saskatchewan,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,47,Saskatchewan,Saskatchewan,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,47,Saskatchewan,Saskatchewan,Moderna Spikevax,362564,163086,191408,7951,119,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,47,Saskatchewan,Saskatchewan,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 12 years and older),1192755,609097,546426,35512,1720,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,47,Saskatchewan,Saskatchewan,Total,1646564,846605,754657,43463,1839,0,0,14731,13479,4744,486,0,0,28799,25820,9186,1050,0,0,54267,46911,21191,1839,0,0
2021-10-09,47,Saskatchewan,Saskatchewan,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,48,Alberta,Alberta,AstraZeneca Vaxzevria/COVISHIELD,303123,263749,39358,16,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,48,Alberta,Alberta,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,48,Alberta,Alberta,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,48,Alberta,Alberta,Moderna Spikevax,1254636,606466,621802,26368,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,48,Alberta,Alberta,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 12 years and older),4658444,2313353,2203693,141398,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,48,Alberta,Alberta,Total,6216203,3183568,2864853,167782,0,0,0,33414,34147,29773,0,0,0,78738,68173,51916,0,0,0,219859,148780,117840,,0,0
2021-10-09,48,Alberta,Alberta,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,59,British Columbia,Colombie-Britannique,AstraZeneca Vaxzevria/COVISHIELD,387301,277898,109334,69,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,59,British Columbia,Colombie-Britannique,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,59,British Columbia,Colombie-Britannique,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,59,British Columbia,Colombie-Britannique,Moderna Spikevax,1947773,872285,1061644,13844,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,59,British Columbia,Colombie-Britannique,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 12 years and older),5503802,2898517,2598476,6809,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,59,British Columbia,Colombie-Britannique,Total,7838876,4048700,3769454,20722,0,0,0,16903,35058,14627,0,0,0,31491,76596,16285,0,0,0,95811,154084,19960,0,0,0
2021-10-09,59,British Columbia,Colombie-Britannique,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,60,Yukon,Yukon,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,60,Yukon,Yukon,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,60,Yukon,Yukon,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,60,Yukon,Yukon,Moderna Spikevax,62772,31723,30733,316,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,60,Yukon,Yukon,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 12 years and older),4378,2256,2122,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,60,Yukon,Yukon,Total,67150,33979,32855,316,0,0,0,47,76,135,0,0,0,103,210,297,0,0,0,260,501,316,0,0,0
2021-10-09,60,Yukon,Yukon,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax,64510,32736,30787,987,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 12 years and older),6806,3399,3407,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,Total,71316,36135,34194,987,0,0,0,258,360,291,0,0,0,507,618,493,0,0,0,976,1281,858,0,0,0
2021-10-09,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,62,Nunavut,Nunavut,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,62,Nunavut,Nunavut,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,62,Nunavut,Nunavut,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,62,Nunavut,Nunavut,Moderna Spikevax,41266,21443,19823,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,62,Nunavut,Nunavut,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 12 years and older),6248,3333,2915,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-09,62,Nunavut,Nunavut,Total,47514,24776,22738,0,0,0,0,253,266,0,0,0,0,507,560,0,0,0,0,1128,1012,0,0,0,0
2021-10-09,62,Nunavut,Nunavut,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,1,Canada,Canada,AstraZeneca Vaxzevria/COVISHIELD,2797856,1696729,403816,93,0,0,697218,,,,,,,,,,,,,,,,,,
2021-10-16,1,Canada,Canada,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,1,Canada,Canada,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,1,Canada,Canada,Moderna Spikevax,13991472,4561500,6386783,132596,139,0,2910454,,,,,,,,,,,,,,,,,,
2021-10-16,1,Canada,Canada,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 12 years and older),40476212,16500632,14164681,320663,1996,0,9488240,,,,,,,,,,,,,,,,,,
2021-10-16,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,1,Canada,Canada,Total,57267958,22760017,20956326,453363,2135,0,13096117,122249,225028,96705,292,0,73274,,,,,,,,,,,,
2021-10-16,1,Canada,Canada,Unknown,2418,1156,1046,11,0,0,205,,,,,,,,,,,,,,,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,AstraZeneca Vaxzevria/COVISHIELD,27575,27133,441,1,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax,263263,91624,169187,2452,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 12 years and older),553523,314044,235700,3779,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,844361,432801,405328,6232,0,0,0,4888,5592,805,0,0,0,,,,,,,,,,,,
2021-10-16,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,AstraZeneca Vaxzevria/COVISHIELD,5933,5302,631,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,63246,29130,33971,145,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),189138,98057,90572,509,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,Total,258317,132489,125174,654,0,0,0,663,1382,171,0,0,0,,,,,,,,,,,,
2021-10-16,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,59888,59029,859,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,442677,150653,292024,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),1044211,589913,454298,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,Total,1547317,799836,747481,0,0,0,0,7157,8314,0,0,0,0,,,,,,,,,,,,
2021-10-16,12,Nova Scotia,Nouvelle-Écosse,Unknown,541,241,300,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,50913,44337,6576,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,Janssen Jcovden,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,Medicago Covifenz,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,323535,123613,199124,798,,,0,,,,,,,,,,,,,,,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),844629,466792,373063,4774,,,0,,,,,,,,,,,,,,,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,Total,1220749,635657,579509,5583,,,0,4935,6597,1394,,,0,,,,,,,,,,,,
2021-10-16,13,New Brunswick,Nouveau-Brunswick,Unknown,1672,915,746,11,,,0,,,,,,,,,,,,,,,,,,
2021-10-16,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,697218,,,,,,697218,,,,,,,,,,,,,,,,,,
2021-10-16,24,Quebec,Québec,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,24,Quebec,Québec,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,24,Quebec,Québec,Moderna Spikevax,2910454,,,,,,2910454,,,,,,,,,,,,,,,,,,
2021-10-16,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),9488240,,,,,,9488240,,,,,,,,,,,,,,,,,,
2021-10-16,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,24,Quebec,Québec,Total,13096117,,,,,,13096117,,,,,,73274,,,,,,,,,,,,
2021-10-16,24,Quebec,Québec,Unknown,205,,,,,,205,,,,,,,,,,,,,,,,,,
2021-10-16,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,1088294,864812,223480,2,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,35,Ontario,Ontario,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,35,Ontario,Ontario,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,35,Ontario,Ontario,Moderna Spikevax,5638095,2057530,3531277,49288,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),15432848,8375881,6989123,67844,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,35,Ontario,Ontario,Total,22159237,11298223,10743880,117134,0,0,0,47674,96371,10891,0,0,0,,,,,,,,,,,,
2021-10-16,35,Ontario,Ontario,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,46,Manitoba,Manitoba,AstraZeneca Vaxzevria/COVISHIELD,85942,79848,6094,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,46,Manitoba,Manitoba,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,46,Manitoba,Manitoba,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,46,Manitoba,Manitoba,Moderna Spikevax,554417,370889,182698,829,1,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,46,Manitoba,Manitoba,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 12 years and older),1389019,785875,589861,13280,3,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,46,Manitoba,Manitoba,Total,2029378,1236612,778653,14109,4,0,0,6296,9222,7063,0,0,0,,,,,,,,,,,,
2021-10-16,46,Manitoba,Manitoba,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,AstraZeneca Vaxzevria/COVISHIELD,91286,74441,16845,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,Moderna Spikevax,366869,164472,193117,9142,138,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 12 years and older),1212889,615736,555611,39549,1993,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 5-11 years),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,Total,1671044,854649,765573,48691,2131,0,0,8044,10916,5228,292,0,0,,,,,,,,,,,,
2021-10-16,47,Saskatchewan,Saskatchewan,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,48,Alberta,Alberta,AstraZeneca Vaxzevria/COVISHIELD,303255,263812,39426,17,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,48,Alberta,Alberta,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,48,Alberta,Alberta,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,48,Alberta,Alberta,Moderna Spikevax,1268223,609880,629495,28848,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,48,Alberta,Alberta,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-16,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 12 years and older),4754774,2336368,2244737,173669,0,0,0,,,,,,,,,,,,,,,,,,
